Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2022-07-23,Operations,Utilities,South,39181,18962,Card,TXN103167,-20219,-51.604093820984666
2023-04-26,Sales,Utilities,East,62994,81532,Cash,TXN103168,18538,29.428199511064545
2023-12-29,HR,Training,North,30402,24833,Card,TXN103169,-5569,-18.31787382409052
2021-04-28,Finance,Travel,East,82778,9913,UPI,TXN103170,-72865,-88.02459590712508
2023-06-07,Operations,Training,North,134889,128661,Card,TXN103171,-6228,-4.617129639926162
2023-12-19,HR,Travel,South,103057,65076,Card,TXN103172,-37981,-36.85436214910195
2023-11-23,HR,Salaries,West,11052,59697,Cash,TXN103173,48645,440.1465798045603
2021-02-19,Sales,Travel,Central,25400,111115,Card,TXN103174,85715,337.46062992125985
2021-01-19,HR,Infrastructure,West,71980,78863,Card,TXN103175,6883,9.562378438455127
2022-12-27,HR,Utilities,North,95483,38118,Bank Transfer,TXN103176,-57365,-60.07875747515264
2021-07-16,Marketing,Travel,East,35699,44229,Card,TXN103177,8530,23.89422672904003
2022-07-13,IT,Salaries,Central,44111,146605,UPI,TXN103178,102494,232.35474144771143
2022-03-28,Sales,Travel,South,71065,131800,Bank Transfer,TXN103179,60735,85.46401182016464
2021-10-16,Sales,Utilities,Central,132378,52178,Bank Transfer,TXN103180,-80200,-60.58408496880146
2022-01-26,Finance,Marketing,East,91798,38411,UPI,TXN103181,-53387,-58.15704045839779
2021-08-03,HR,Travel,West,118732,155912,UPI,TXN103182,37180,31.314220260755317
2021-08-03,Finance,Infrastructure,North,62404,147240,Card,TXN103183,84836,135.94641369143002
2021-05-08,Marketing,Utilities,West,70736,67228,Card,TXN103184,-3508,-4.959285229586066
2023-01-30,Operations,Salaries,Central,135210,74180,Card,TXN103185,-61030,-45.13719399452703
2022-02-08,HR,Utilities,East,33942,84057,Bank Transfer,TXN103186,50115,147.6489305285487
2023-11-19,Operations,Training,North,38696,151773,UPI,TXN103187,113077,292.2188339880091
2021-12-04,IT,Marketing,East,32319,80800,Cash,TXN103188,48481,150.00773538785234
2023-04-11,Marketing,Salaries,East,47123,165858,Cash,TXN103189,118735,251.9682532945695
2022-12-15,HR,Marketing,Central,32642,160394,Card,TXN103190,127752,391.37307763004713
2021-12-27,Finance,Marketing,West,80083,64515,UPI,TXN103191,-15568,-19.439831175155774
2022-07-23,Finance,Infrastructure,East,115219,94176,Card,TXN103192,-21043,-18.263480849512668
2021-08-06,HR,Travel,East,95639,99205,Bank Transfer,TXN103193,3566,3.7286044396114555
2021-07-21,Finance,Infrastructure,East,85279,76297,Bank Transfer,TXN103194,-8982,-10.532487482264099
2021-01-17,HR,Infrastructure,North,122033,65379,Cash,TXN103195,-56654,-46.42514729622315
2021-11-18,Sales,Training,East,33407,72816,UPI,TXN103196,39409,117.96629448917892
2022-06-02,Finance,Infrastructure,East,14445,153373,UPI,TXN103197,138928,961.772239529249
2022-11-12,HR,Salaries,Central,123443,123157,Bank Transfer,TXN103198,-286,-0.23168587931271922
2022-03-01,HR,Travel,East,127606,138383,UPI,TXN103199,10777,8.445527639766155
2023-10-16,Finance,Travel,East,126801,95878,Cash,TXN103200,-30923,-24.387031648015395
2022-01-22,Sales,Salaries,Central,142214,80383,Card,TXN103201,-61831,-43.47743541423488
2023-02-17,Finance,Infrastructure,North,59897,82516,UPI,TXN103202,22619,37.76316009149039
2021-04-08,HR,Infrastructure,West,98071,24674,UPI,TXN103203,-73397,-74.84067665262921
2021-07-27,Sales,Marketing,Central,77266,106733,Cash,TXN103204,29467,38.13708487562447
2022-08-09,Operations,Marketing,North,71466,139669,Cash,TXN103205,68203,95.43419248313883
2021-06-15,IT,Training,West,145195,96709,Card,TXN103206,-48486,-33.39371190467991
2021-01-22,Finance,Utilities,East,28898,97975,Cash,TXN103207,69077,239.03730361962766
2021-06-03,Marketing,Marketing,Central,126457,157034,Bank Transfer,TXN103208,30577,24.17976070917387
2021-08-07,HR,Travel,East,55946,111825,Bank Transfer,TXN103209,55879,99.88024166160227
2022-10-31,Sales,Salaries,Central,127174,16232,Card,TXN103210,-110942,-87.23638479563432
2021-08-18,Sales,Infrastructure,West,84504,12479,Card,TXN103211,-72025,-85.23265170879485
2021-01-20,Operations,Utilities,North,149064,92853,UPI,TXN103212,-56211,-37.70930606987603
2022-07-07,Finance,Marketing,Central,131132,96827,Bank Transfer,TXN103213,-34305,-26.160662538510813
2023-08-08,Marketing,Utilities,North,65173,54678,Bank Transfer,TXN103214,-10495,-16.10329430899299
2021-05-28,Sales,Salaries,East,20125,150560,Bank Transfer,TXN103215,130435,648.1242236024844
2022-02-07,Operations,Salaries,East,84165,144476,Bank Transfer,TXN103216,60311,71.65805263470564
2022-08-19,HR,Utilities,West,19226,151497,Cash,TXN103217,132271,687.9798189951108
2022-01-02,Operations,Utilities,West,14702,98012,Bank Transfer,TXN103218,83310,566.6575976057679
2023-03-13,Finance,Training,South,141713,144337,Card,TXN103219,2624,1.8516297022856054
2023-07-07,Operations,Utilities,South,45942,103105,UPI,TXN103220,57163,124.4242740847155
2021-03-14,Sales,Infrastructure,West,132341,116029,UPI,TXN103221,-16312,-12.325734277359246
2022-04-26,Sales,Travel,East,13875,91028,Card,TXN103222,77153,556.0576576576577
2022-07-14,IT,Marketing,North,140140,124274,Bank Transfer,TXN103223,-15866,-11.321535607249892
2023-01-15,Operations,Marketing,West,135797,74648,Cash,TXN103224,-61149,-45.02971346936972
2021-04-10,HR,Marketing,North,144684,74648,Bank Transfer,TXN103225,-70036,-48.406181747809015
2023-12-19,Marketing,Utilities,South,82598,116762,Bank Transfer,TXN103226,34164,41.36177631419647
2022-05-23,Marketing,Utilities,North,98240,155805,Card,TXN103227,57565,58.59629478827362
2021-09-15,Finance,Training,West,76998,97979,UPI,TXN103228,20981,27.24875970804436
2022-02-17,IT,Utilities,East,87510,162784,UPI,TXN103229,75274,86.01759798880127
2023-12-25,Operations,Training,West,108814,165953,UPI,TXN103230,57139,52.51070634293381
2022-08-18,HR,Training,Central,44924,79510,Card,TXN103231,34586,76.98780162051465
2021-09-23,IT,Infrastructure,Central,143991,23518,Cash,TXN103232,-120473,-83.66703474522713
2023-04-01,Sales,Infrastructure,Central,82168,154563,Cash,TXN103233,72395,88.10607535780352
2022-10-24,Finance,Infrastructure,East,84460,40344,UPI,TXN103234,-44116,-52.23300970873787
2023-08-05,Operations,Infrastructure,West,53910,86892,UPI,TXN103235,32982,61.17974401780746
2022-07-14,Marketing,Salaries,Central,44005,54069,Cash,TXN103236,10064,22.870128394500625
2023-07-06,HR,Infrastructure,West,93400,54273,Card,TXN103237,-39127,-41.891862955032124
2023-06-10,Sales,Infrastructure,South,140634,67826,Cash,TXN103238,-72808,-51.771264416855104
2023-05-18,IT,Infrastructure,Central,20657,86353,Bank Transfer,TXN103239,65696,318.0326281647868
2022-09-02,Finance,Training,Central,28394,63158,Bank Transfer,TXN103240,34764,122.43431710924844
2022-02-18,IT,Marketing,East,82433,150632,Card,TXN103241,68199,82.73264348015964
2021-01-25,Marketing,Marketing,West,48397,89396,UPI,TXN103242,40999,84.71392854929024
2021-10-11,IT,Marketing,East,129445,58200,Bank Transfer,TXN103243,-71245,-55.03881957588165
2023-05-31,HR,Travel,East,33874,155968,Cash,TXN103244,122094,360.43573242014526
2021-10-28,Sales,Salaries,West,33670,30497,Bank Transfer,TXN103245,-3173,-9.423819423819424
2023-12-28,Operations,Training,South,88905,89794,Cash,TXN103246,889,0.999943760193465
2023-10-28,HR,Utilities,West,40836,42869,Cash,TXN103247,2033,4.978450386913508
2023-03-28,Marketing,Training,South,27202,52417,Cash,TXN103248,25215,92.69539004484965
2021-03-24,Finance,Infrastructure,East,17188,13568,Bank Transfer,TXN103249,-3620,-21.061205492203865
2021-02-15,Marketing,Marketing,South,63326,115233,Card,TXN103250,51907,81.96791207402963
2022-09-10,Marketing,Training,South,44657,51271,Cash,TXN103251,6614,14.810667980383815
2023-07-17,IT,Salaries,South,141630,27052,Bank Transfer,TXN103252,-114578,-80.89952693638354
2021-09-19,Finance,Infrastructure,Central,36195,136953,UPI,TXN103253,100758,278.3754662246166
2021-06-25,HR,Travel,Central,24443,52013,Card,TXN103254,27570,112.79302867896739
2022-10-19,Marketing,Utilities,East,33215,27499,Bank Transfer,TXN103255,-5716,-17.209092277585427
2023-04-22,HR,Infrastructure,West,15949,9307,Card,TXN103256,-6642,-41.645244215938305
2022-01-05,Operations,Utilities,South,50411,83922,Bank Transfer,TXN103257,33511,66.47557080795859
2021-02-23,IT,Training,Central,125877,29943,Cash,TXN103258,-95934,-76.21249314807312
2022-11-21,HR,Infrastructure,West,78438,85203,UPI,TXN103259,6765,8.62464621739463
2022-01-02,Finance,Travel,South,72521,94726,Bank Transfer,TXN103260,22205,30.6187173370472
2022-10-06,Marketing,Training,West,81431,83497,Card,TXN103261,2066,2.5371173140450196
2022-01-14,Operations,Salaries,North,115854,43362,UPI,TXN103262,-72492,-62.571857682945776
2021-03-14,Finance,Utilities,South,32081,156688,UPI,TXN103263,124607,388.41370281475014
2023-07-04,IT,Utilities,West,54732,12967,UPI,TXN103264,-41765,-76.30819264781115
2023-05-10,Operations,Salaries,South,139808,49534,Cash,TXN103265,-90274,-64.56998168917373
2021-02-12,Operations,Utilities,South,100182,24465,Cash,TXN103266,-75717,-75.57944540935497
2022-01-12,Operations,Training,North,97904,134718,Bank Transfer,TXN103267,36814,37.60214087269161
2023-12-01,Marketing,Marketing,West,101374,133850,Cash,TXN103268,32476,32.03582772703059
2021-06-19,Sales,Salaries,East,143227,121702,UPI,TXN103269,-21525,-15.028590977958068
2021-07-31,Operations,Travel,Central,137277,114781,Card,TXN103270,-22496,-16.387304501118177
2021-02-08,Finance,Infrastructure,South,132606,130902,UPI,TXN103271,-1704,-1.2850097280666033
2022-01-04,Finance,Infrastructure,South,137927,134547,UPI,TXN103272,-3380,-2.4505716792216172
2023-01-27,IT,Salaries,South,145423,85718,Cash,TXN103273,-59705,-41.05609153985271
2021-05-31,HR,Marketing,South,50236,27929,Card,TXN103274,-22307,-44.40441117923402
2023-12-07,HR,Training,Central,23241,120623,UPI,TXN103275,97382,419.00950905726944
2023-10-21,Sales,Travel,East,98987,30830,Card,TXN103276,-68157,-68.8544960449352
2023-01-07,Marketing,Infrastructure,North,101659,24478,Card,TXN103277,-77181,-75.92146292999145
2021-03-10,Marketing,Infrastructure,East,57665,125210,UPI,TXN103278,67545,117.1334431630972
2021-10-26,Operations,Training,Central,71242,73086,Cash,TXN103279,1844,2.5883607984054353
2023-08-02,Sales,Marketing,West,14455,103607,Cash,TXN103280,89152,616.7554479418886
2023-03-13,IT,Utilities,North,50459,137174,Bank Transfer,TXN103281,86715,171.85239501377356
2021-10-23,IT,Salaries,North,70899,23988,UPI,TXN103282,-46911,-66.16595438581643
2021-07-22,HR,Marketing,West,27597,104958,UPI,TXN103283,77361,280.3239482552451
2021-03-02,IT,Marketing,South,65591,18441,Card,TXN103284,-47150,-71.88486225244317
2023-08-04,Operations,Marketing,Central,56209,23609,Card,TXN103285,-32600,-57.99782952907897
2023-08-21,Finance,Marketing,West,19052,142742,Bank Transfer,TXN103286,123690,649.2231786689061
2021-11-27,IT,Utilities,East,45691,83073,Bank Transfer,TXN103287,37382,81.81479941345123
2021-12-04,Sales,Training,East,27816,29028,Card,TXN103288,1212,4.357204486626403
2022-10-01,Operations,Travel,West,75876,82727,Card,TXN103289,6851,9.029205545890663
2021-10-02,IT,Marketing,Central,66533,148288,Bank Transfer,TXN103290,81755,122.87887213863797
2021-11-15,Marketing,Marketing,North,118873,153327,Cash,TXN103291,34454,28.98387354571686
2022-08-12,IT,Salaries,North,24206,160913,Bank Transfer,TXN103292,136707,564.7649343138065
2022-05-19,Marketing,Infrastructure,South,142270,151650,Card,TXN103293,9380,6.593097631264497
2022-01-22,Operations,Utilities,Central,88566,159622,UPI,TXN103294,71056,80.22943341688685
2023-05-20,IT,Marketing,East,132874,77739,Card,TXN103295,-55135,-41.49419751042341
2023-04-13,Marketing,Travel,East,117787,56617,Cash,TXN103296,-61170,-51.93272602239636
2023-10-12,Finance,Travel,South,14934,125333,Card,TXN103297,110399,739.2460158028659
2022-08-26,HR,Travel,East,131298,13384,Card,TXN103298,-117914,-89.80639461377933
2022-11-22,Operations,Salaries,South,35877,93554,Bank Transfer,TXN103299,57677,160.7631630292388
2022-05-09,Marketing,Travel,South,29471,79655,Cash,TXN103300,50184,170.2826507414068
2022-05-05,Sales,Training,West,15853,111505,Bank Transfer,TXN103301,95652,603.3684476124394
2022-12-22,IT,Salaries,North,46018,167907,UPI,TXN103302,121889,264.8724412186536
2022-05-24,Marketing,Utilities,Central,68501,29409,UPI,TXN103303,-39092,-57.06778003240829
2022-01-25,Marketing,Travel,Central,10257,25676,Cash,TXN103304,15419,150.32660622014234
2021-10-22,Marketing,Infrastructure,North,125169,168950,UPI,TXN103305,43781,34.977510405931184
2023-03-07,HR,Marketing,Central,145802,143347,UPI,TXN103306,-2455,-1.683790345811443
2023-05-15,Sales,Utilities,East,21305,147035,Card,TXN103307,125730,590.1431588828914
2022-07-03,Sales,Training,East,130761,114967,Bank Transfer,TXN103308,-15794,-12.07852494245226
2022-10-11,Finance,Infrastructure,Central,98979,88940,Bank Transfer,TXN103309,-10039,-10.142555491568919
2022-07-22,HR,Utilities,West,20818,68965,Bank Transfer,TXN103310,48147,231.27581900278608
2023-05-03,Marketing,Training,Central,16202,116485,Cash,TXN103311,100283,618.9544500678928
2023-02-09,Operations,Travel,South,48946,81061,Card,TXN103312,32115,65.61312466800146
2022-03-21,HR,Utilities,South,27031,66318,Card,TXN103313,39287,145.34053494136364
2021-12-29,HR,Utilities,North,136705,164622,Cash,TXN103314,27917,20.421345232434803
2021-05-03,Sales,Utilities,East,122212,45087,Bank Transfer,TXN103315,-77125,-63.10755081334075
2023-01-12,Finance,Salaries,West,111890,134861,Card,TXN103316,22971,20.52998480650639
2022-11-11,Finance,Infrastructure,Central,103496,14953,Card,TXN103317,-88543,-85.55209863183119
2022-02-24,HR,Training,South,147152,102266,Bank Transfer,TXN103318,-44886,-30.503153202131127
2021-04-02,HR,Travel,East,125446,111431,UPI,TXN103319,-14015,-11.172137812285765
2021-03-04,IT,Marketing,East,41942,160376,Cash,TXN103320,118434,282.3756616279624
2022-05-27,Marketing,Travel,West,27016,102613,Card,TXN103321,75597,279.82306781166716
2023-02-11,Sales,Travel,West,34232,46739,Bank Transfer,TXN103322,12507,36.53598971722365
2021-09-13,Marketing,Salaries,West,70928,136020,UPI,TXN103323,65092,91.77193773967967
2021-05-15,Operations,Salaries,West,141401,114879,Bank Transfer,TXN103324,-26522,-18.75658587987355
2023-05-25,Operations,Utilities,South,70363,32987,Bank Transfer,TXN103325,-37376,-53.11882665605503
2023-04-02,Finance,Travel,West,146518,126064,UPI,TXN103326,-20454,-13.960059514871892
2021-03-29,Sales,Infrastructure,East,87781,14038,Cash,TXN103327,-73743,-84.00792882286599
2023-09-15,Marketing,Salaries,East,118670,10775,Card,TXN103328,-107895,-90.92019887081824
2023-04-03,Finance,Training,Central,125672,146549,Cash,TXN103329,20877,16.612292316506462
2023-10-24,Operations,Salaries,East,135158,79910,Cash,TXN103330,-55248,-40.87660367865757
2023-09-01,HR,Infrastructure,East,56094,75819,Bank Transfer,TXN103331,19725,35.16418868328163
2023-07-23,Sales,Salaries,South,24822,25046,Bank Transfer,TXN103332,224,0.9024252679075015
2021-05-01,Sales,Infrastructure,East,26825,159597,Bank Transfer,TXN103333,132772,494.9561975768872
2023-11-28,Marketing,Marketing,North,145092,126723,Cash,TXN103334,-18369,-12.660243156066494
2023-10-05,IT,Infrastructure,East,34849,49181,Card,TXN103335,14332,41.12600074607593
2023-07-14,Marketing,Marketing,Central,35602,139823,Bank Transfer,TXN103336,104221,292.73917195663165
2022-10-07,HR,Training,Central,104460,153563,UPI,TXN103337,49103,47.006509668772736
2022-12-15,HR,Utilities,West,45701,166814,Card,TXN103338,121113,265.01170652720947
2023-05-10,Finance,Utilities,South,133327,56736,Card,TXN103339,-76591,-57.445978683987484
2021-01-21,Sales,Salaries,Central,29752,109458,Card,TXN103340,79706,267.90131755848347
2021-08-30,Finance,Infrastructure,North,149138,58420,UPI,TXN103341,-90718,-60.8282262066006
2022-03-31,HR,Salaries,North,87045,61257,UPI,TXN103342,-25788,-29.62605548854041
2023-08-21,IT,Infrastructure,West,149333,51096,Bank Transfer,TXN103343,-98237,-65.78385219609865
2022-09-13,Sales,Salaries,South,102689,97764,Card,TXN103344,-4925,-4.796034628830741
2021-10-30,HR,Utilities,South,145657,84061,Cash,TXN103345,-61596,-42.288389847381175
2023-03-14,IT,Training,East,63750,32790,Cash,TXN103346,-30960,-48.564705882352946
2023-08-22,Marketing,Utilities,North,37632,123683,Cash,TXN103347,86051,228.66443452380955
2021-03-10,Operations,Salaries,North,48585,168839,Bank Transfer,TXN103348,120254,247.51260677163734
2021-07-15,HR,Infrastructure,North,10116,13327,Cash,TXN103349,3211,31.741795175958877
2021-05-20,Operations,Travel,North,25616,125898,Card,TXN103350,100282,391.4818863210494
2021-10-10,Finance,Training,Central,93733,115107,Bank Transfer,TXN103351,21374,22.803068289716535
2021-11-08,Operations,Infrastructure,South,123246,129354,Bank Transfer,TXN103352,6108,4.955941774986612
2023-01-16,HR,Salaries,East,39590,71827,UPI,TXN103353,32237,81.42712806264208
2021-10-04,Operations,Infrastructure,Central,125591,65225,Card,TXN103354,-60366,-48.06554609804843
2021-03-02,Sales,Marketing,South,18685,20644,Cash,TXN103355,1959,10.484345731870484
2021-02-21,HR,Infrastructure,West,79394,87163,Card,TXN103356,7769,9.785374209638007
2021-06-02,IT,Utilities,North,106752,100017,Card,TXN103357,-6735,-6.3090152877697845
2022-06-28,Operations,Utilities,East,29067,135240,Bank Transfer,TXN103358,106173,365.2698936938797
2022-07-21,Sales,Marketing,South,112034,79410,Cash,TXN103359,-32624,-29.119731510077294
2022-09-14,Finance,Training,West,121186,9106,Cash,TXN103360,-112080,-92.48593071806974
2021-11-10,Finance,Infrastructure,North,48211,120420,Cash,TXN103361,72209,149.77702184148848
2023-03-18,Operations,Training,West,106516,147491,UPI,TXN103362,40975,38.46839911374817
2023-04-28,Finance,Travel,West,50727,124676,Card,TXN103363,73949,145.7783823210519
2021-04-07,IT,Infrastructure,Central,24464,64329,Bank Transfer,TXN103364,39865,162.9537279267495
2023-05-31,HR,Utilities,West,120875,48908,Bank Transfer,TXN103365,-71967,-59.538366080661845
2023-04-09,Sales,Utilities,Central,89035,46787,Bank Transfer,TXN103366,-42248,-47.4510024147807
2021-05-17,Marketing,Training,Central,74086,134887,Cash,TXN103367,60801,82.06813702993819
